jahr,bfs_nummer,bfs_bezeichnung,administrative_ebene,indikator,wirtschaftssektor,anzahl
2020,2824,Frenkendorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,20
2020,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,14
2020,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,13
2020,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2020,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2829,Liestal,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,13
2020,2829,Liestal,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,62
2020,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,11
2020,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,56
2020,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,10
2020,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2020,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2843,Buckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2020,2844,Buus,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2844,Buus,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2020,2845,Diepflingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2845,Diepflingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2846,Gelterkinden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,19
2020,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2020,2848,Hemmiken,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2848,Hemmiken,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2849,Itingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2850,Känerkinden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2853,Maisprach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2854,Nusshof,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2854,Nusshof,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2020,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2856,Ormalingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2856,Ormalingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,10
2020,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2020,2860,Rünenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2860,Rünenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2860,Rünenberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2861,Sissach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,8
2020,2862,Tecknau,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2862,Tecknau,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2863,Tenniken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2864,Thürnen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2864,Thürnen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2864,Thürnen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2865,Wenslingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2867,Wittinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2867,Wittinsburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2881,Arboldswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2884,Diegten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2020,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2885,Eptingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2887,Lampenberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2887,Lampenberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2021,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2021,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2021,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2842,Böckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2842,Böckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2843,Buckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2843,Buckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2021,2844,Buus,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2021,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2021,2845,Diepflingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2021,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,17
2021,2846,Gelterkinden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2021,2846,Gelterkinden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,15
2021,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2021,2847,Häfelfingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2847,Häfelfingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2021,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2848,Hemmiken,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2021,2849,Itingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2021,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2850,Känerkinden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2021,2852,Läufelfingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2021,2853,Maisprach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2021,2853,Maisprach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2021,2855,Oltingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2855,Oltingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2856,Ormalingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2858,Rothenfluh,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2021,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2859,Rümlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2861,Sissach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2021,2861,Sissach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,30
2021,2861,Sissach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2021,2861,Sissach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,16
2021,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2862,Tecknau,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2862,Tecknau,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2863,Tenniken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2021,2864,Thürnen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2864,Thürnen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2865,Wenslingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2021,2865,Wenslingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2867,Wittinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2021,2867,Wittinsburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2021,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2882,Bennwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2882,Bennwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2884,Diegten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2021,2884,Diegten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2021,2884,Diegten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2021,2884,Diegten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,8
2021,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2887,Lampenberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2887,Lampenberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2888,Langenbruck,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2021,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2021,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2893,Reigoldswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2021,2893,Reigoldswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2021,2894,Titterten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2021,2894,Titterten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2021,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2021,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2021,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,15
2020,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,17
2020,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,34
2020,2765,Binningen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,8
2020,2766,Birsfelden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,6
2020,2766,Birsfelden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,26
2020,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,10
2020,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,13
2020,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,8
2020,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,55
2020,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,5
2020,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,54
2020,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,10
2020,2772,Pfeffingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2775,Therwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2775,Therwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,28
2020,2775,Therwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,6
2020,2775,Therwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,29
2020,2781,Blauen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2781,Blauen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2020,2781,Blauen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2781,Blauen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2782,Brislach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2785,Duggingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2020,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2787,Laufen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,17
2020,2787,Laufen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,20
2020,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2788,Liesberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2020,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2020,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2020,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2822,Augst,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2020,2822,Augst,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2822,Augst,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2020,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,14
2020,2823,Bubendorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2020,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,16
2020,2824,Frenkendorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2020,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2020,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2827,Hersberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2827,Hersberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2828,Lausen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,6
2020,2828,Lausen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,11
2020,2828,Lausen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2828,Lausen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,16
2020,2829,Liestal,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2020,2829,Liestal,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,64
2020,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2020,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2020,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,44
2020,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2020,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2841,Anwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2841,Anwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2842,Böckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2842,Böckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2020,2842,Böckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2842,Böckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2843,Buckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2843,Buckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2020,2843,Buckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2844,Buus,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2844,Buus,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,7
2020,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,27
2020,2846,Gelterkinden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2847,Häfelfingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2847,Häfelfingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2020,2849,Itingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2849,Itingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2849,Itingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2020,2850,Känerkinden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2020,2852,Läufelfingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2852,Läufelfingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2020,2853,Maisprach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2855,Oltingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2855,Oltingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2858,Rothenfluh,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2858,Rothenfluh,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2859,Rümlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2859,Rümlingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2860,Rünenberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2861,Sissach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2020,2861,Sissach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,28
2020,2861,Sissach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,34
2020,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2863,Tenniken,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2863,Tenniken,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2863,Tenniken,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2864,Thürnen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2865,Wenslingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2865,Wenslingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2020,2865,Wenslingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2866,Wintersingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2866,Wintersingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2020,2867,Wittinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2867,Wittinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2020,2881,Arboldswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2020,2882,Bennwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2882,Bennwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2020,2884,Diegten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2884,Diegten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2020,2884,Diegten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2020,2885,Eptingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2020,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2020,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2020,2886,Hölstein,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2020,2886,Hölstein,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,11
2020,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2017,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2017,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2017,2881,Arboldswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
